budget,id,popularity,release_date,revenue,title,vote_average,vote_count,release_year,return,release_month,release_day_of_week
0.0,26573,10031602.0,1965-11-06,0.0,Dr. Goldfoot and the Bikini Machine,61.0,20.0,1965,0.0,noviembre,sábado
270000.0,23439,3481988.0,1960-06-21,1450000.0,House of Usher,65.0,71.0,1960,5.37037037037037,junio,martes
0.0,10728,4021486.0,1926-10-13,0.0,Faust,78.0,66.0,1926,0.0,octubre,miércoles
0.0,5991,3553763.0,1924-12-23,0.0,The Last Laugh,77.0,63.0,1924,0.0,diciembre,martes
3200000.0,11697,6641827.0,1962-04-22,8000000.0,The Man Who Shot Liberty Valance,74.0,272.0,1962,2.5,abril,domingo
4500000.0,6106,4714357.0,1986-04-23,0.0,Salvador,70.0,73.0,1986,0.0,abril,miércoles
0.0,22477,2724242.0,1987-01-01,0.0,September,63.0,40.0,1987,0.0,enero,jueves
14000000.0,19200,8678022.0,1991-12-05,2735731.0,Shadows and Fog,70.0,80.0,1991,0.1954093571428571,diciembre,jueves
0.0,11300,4737529.0,1986-11-07,8362969.0,Something Wild,65.0,68.0,1986,inf,noviembre,viernes
0.0,16211,5190094.0,1965-12-26,0.0,The Sons of Katie Elder,70.0,60.0,1965,0.0,diciembre,domingo
0.0,28650,2025217.0,1972-07-19,0.0,The Thing with Two Heads,39.0,17.0,1972,0.0,julio,miércoles
0.0,42780,6148.0,1965-10-20,0.0,Village of the Giants,33.0,9.0,1965,0.0,octubre,miércoles
0.0,32569,4259969.0,1963-09-18,0.0,X: The Man with the X-Ray Eyes,64.0,46.0,1963,0.0,septiembre,miércoles
0.0,20075,11389252.0,1981-07-24,0.0,Nice Dreams,66.0,38.0,1981,0.0,julio,viernes
0.0,28430,3150237.0,1961-11-01,0.0,The Day the Earth Caught Fire,73.0,28.0,1961,0.0,noviembre,miércoles
0.0,28794,4510407.0,1981-08-14,0.0,The House by the Cemetery,58.0,71.0,1981,0.0,agosto,viernes
0.0,20197,9442756.0,1982-08-04,21134374.0,Things Are Tough All Over,61.0,25.0,1982,inf,agosto,miércoles
0.0,43316,3922641.0,1955-12-25,3100000.0,All That Heaven Allows,74.0,66.0,1955,inf,diciembre,domingo
0.0,34689,6730728.0,1954-01-01,0.0,The Barefoot Contessa,67.0,36.0,1954,0.0,enero,viernes
0.0,25690,1395025.0,1997-06-11,0.0,The Blackout,52.0,13.0,1997,0.0,junio,miércoles
0.0,10238,9983092.0,1972-12-21,0.0,Cries and Whispers,78.0,118.0,1972,0.0,diciembre,jueves
0.0,18929,2678395.0,1960-07-25,0.0,The Entertainer,55.0,12.0,1960,0.0,julio,lunes
0.0,4789,2105027.0,1970-12-04,0.0,The Garden of the Finzi-Continis,66.0,32.0,1970,0.0,diciembre,viernes
0.0,32595,51189.0,1987-01-01,0.0,Howling III: The Marsupials,41.0,30.0,1987,0.0,enero,jueves
0.0,18030,7224904.0,1955-05-18,0.0,Kiss Me Deadly,71.0,81.0,1955,0.0,mayo,miércoles
0.0,18988,7056355.0,1968-01-01,0.0,The Lion in Winter,76.0,89.0,1968,0.0,enero,lunes
4000000.0,11536,5317544.0,1961-01-01,8200000.0,The Misfits,68.0,76.0,1961,2.05,enero,domingo
4500000.0,10339,431583.0,1956-06-27,10400000.0,Moby Dick,69.0,90.0,1956,2.311111111111111,junio,miércoles
0.0,39875,3399036.0,1991-02-01,0.0,Popcorn,57.0,28.0,1991,0.0,febrero,viernes
0.0,50031,281903.0,1936-11-06,0.0,Rembrandt,65.0,4.0,1936,0.0,noviembre,viernes
0.0,976,5196222.0,1957-06-27,0.0,Sweet Smell of Success,75.0,108.0,1957,0.0,junio,jueves
0.0,69605,1949246.0,1956-12-01,0.0,Written on the Wind,69.0,42.0,1956,0.0,diciembre,sábado
0.0,65632,1188717.0,1965-12-01,0.0,The 10th Victim,60.0,20.0,1965,0.0,diciembre,miércoles
0.0,29471,1923855.0,1985-03-29,0.0,Colonel Redl,62.0,15.0,1985,0.0,marzo,viernes
0.0,4780,3417112.0,1976-08-01,0.0,Obsession,65.0,50.0,1976,0.0,agosto,domingo
0.0,11906,10050219.0,1977-02-01,0.0,Suspiria,75.0,396.0,1977,0.0,febrero,martes
100000.0,11713,9523138.0,1972-03-22,0.0,Fist of Fury,74.0,164.0,1972,0.0,marzo,miércoles
0.0,9589,564576.0,1981-04-01,0.0,Christiane F.,73.0,268.0,1981,0.0,abril,miércoles
100000.0,12481,10486927.0,1971-10-02,0.0,The Big Boss,73.0,148.0,1971,0.0,octubre,sábado
0.0,13333,9592019.0,1978-03-22,0.0,Game of Death,63.0,121.0,1978,0.0,marzo,miércoles
10000000.0,13938,6830599.0,1985-03-22,25754284.0,The Last Dragon,64.0,71.0,1985,2.5754284,marzo,viernes
16000000.0,10540,6918821.0,1981-05-22,17374595.0,Outland,62.0,153.0,1981,1.0859121875,mayo,viernes
130000.0,9462,11116474.0,1972-06-01,85000000.0,The Way of the Dragon,74.0,235.0,1972,653.8461538461538,junio,jueves
0.0,82623,311387.0,1998-10-23,0.0,T-Rex: Back to the Cretaceous,45.0,3.0,1998,0.0,octubre,viernes
137000000.0,2114,10223851.0,2001-07-02,85131830.0,Final Fantasy: The Spirits Within,59.0,441.0,2001,0.6214002189781022,julio,lunes
18000000.0,8835,12769371.0,2001-07-13,141774679.0,Legally Blonde,62.0,908.0,2001,7.8763710555555555,julio,viernes
68000000.0,11371,14741992.0,2001-07-13,71069884.0,The Score,67.0,436.0,2001,1.0451453529411765,julio,viernes
0.0,78248,71765.0,2000-08-31,28.0,Adanggaman,75.0,2.0,2000,inf,agosto,jueves
0.0,9517,4877774.0,2001-06-15,480811.0,Bully,67.0,125.0,2001,inf,junio,viernes
0.0,25985,119372.0,2001-11-09,0.0,Jump Tomorrow,69.0,7.0,2001,0.0,noviembre,viernes
5000000.0,15745,3531682.0,2001-07-13,5476060.0,Made,63.0,55.0,2001,1.095212,julio,viernes
0.0,24977,2047132.0,2000-05-05,21268532.0,Michael Jordan to the Max,75.0,10.0,2000,inf,mayo,viernes
0.0,36107,185929.0,1998-01-01,0.0,More,79.0,45.0,1998,0.0,enero,jueves
0.0,113271,76926.0,1997-07-11,0.0,Thrill Ride: The Science of Fun,60.0,1.0,1997,0.0,julio,viernes
0.0,58904,695382.0,2001-02-23,13651656.0,Haunted Castle,50.0,2.0,2001,inf,febrero,viernes
0.0,103489,1178.0,2001-05-20,0.0,All Access: Front Row. Backstage. Live!,0.0,0.0,2001,0.0,mayo,domingo
0.0,13794,1649097.0,1994-03-31,0.0,Africa: The Serengeti,59.0,9.0,1994,0.0,marzo,jueves
0.0,13795,1246035.0,1998-09-03,0.0,Alaska: Spirit of the Wild,53.0,3.0,1998,0.0,septiembre,jueves
0.0,103488,60994.0,1999-03-31,0.0,Encounter in the Third Dimension,80.0,1.0,1999,0.0,marzo,miércoles
0.0,73482,1662.0,1999-10-01,0.0,Siegfried & Roy: The Magic Box,0.0,0.0,1999,0.0,octubre,viernes
0.0,38965,1555163.0,1988-04-08,0.0,18 Again!,57.0,27.0,1988,0.0,abril,viernes
0.0,47817,2238458.0,1988-08-18,5979011.0,1969,55.0,21.0,1988,inf,agosto,jueves
0.0,31052,4771107.0,1988-12-23,0.0,The Accidental Tourist,59.0,55.0,1988,0.0,diciembre,viernes
0.0,10868,13028922.0,1988-10-14,0.0,The Accused,68.0,130.0,1988,0.0,octubre,viernes
7500000.0,9395,5283245.0,1988-04-08,18869631.0,Above the Law,59.0,140.0,1988,2.5159508,abril,viernes
46630000.0,14506,7753416.0,1988-12-07,8083123.0,The Adventures of Baron Munchausen,69.0,185.0,1988,0.173345978983487,diciembre,miércoles
4000000.0,5333,3927714.0,1988-09-30,670774.0,Apartment Zero,69.0,12.0,1988,0.1676935,septiembre,viernes
0.0,4281,10158324.0,1988-04-15,960040.0,Appointment with Death,62.0,15.0,1988,inf,abril,viernes
0.0,2,3860491.0,1988-10-21,0.0,Ariel,71.0,44.0,1988,0.0,octubre,viernes
0.0,26044,3611453.0,1988-07-08,14681192.0,Arthur 2: On the Rocks,45.0,43.0,1988,inf,julio,viernes
4000000.0,59797,5296777.0,1988-04-08,9797098.0,Bad Dreams,53.0,31.0,1988,2.4492745,abril,viernes
0.0,14911,9179655.0,1988-07-21,3184348.0,Bat*21,59.0,42.0,1988,inf,julio,jueves
0.0,15592,16179384.0,1988-12-21,57041866.0,Beaches,65.0,65.0,1988,inf,diciembre,miércoles
0.0,15267,7021336.0,1988-09-14,0.0,The Beast of War,67.0,53.0,1988,0.0,septiembre,miércoles
0.0,12710,3940139.0,1988-06-10,0.0,Big Business,58.0,62.0,1988,0.0,junio,viernes
0.0,30502,15227522.0,1988-07-22,15122000.0,Big Top Pee-wee,51.0,30.0,1988,inf,julio,viernes
20000000.0,19382,4619593.0,1988-03-25,51684798.0,Biloxi Blues,64.0,72.0,1988,2.5842399,marzo,viernes
0.0,24679,4942377.0,1988-07-01,0.0,Bird,66.0,49.0,1988,0.0,julio,viernes
19000000.0,9599,10874079.0,1988-08-05,8247943.0,The Blob,63.0,187.0,1988,0.4341022631578947,agosto,viernes
8000000.0,94440,964399.0,1988-12-23,784990.0,The Boost,53.0,12.0,1988,0.09812375,diciembre,viernes
0.0,17170,2785705.0,1988-04-01,0.0,"Bright Lights, Big City",47.0,29.0,1988,0.0,abril,viernes
0.0,18509,6349281.0,1988-07-22,0.0,Caddyshack II,39.0,59.0,1988,0.0,julio,viernes
3512454.0,110428,134014.0,2013-03-13,115860.0,Camille Claudel 1915,70.0,20.0,2013,0.0329854853615164,marzo,miércoles
0.0,34604,1319188.0,1988-04-22,12277096.0,Casual Sex?,43.0,18.0,1988,inf,abril,viernes
0.0,14441,2821608.0,1988-08-10,8674093.0,Clean and Sober,63.0,16.0,1988,inf,agosto,miércoles
20000000.0,7520,9270831.0,1988-07-29,171504781.0,Cocktail,57.0,330.0,1988,8.57523905,julio,viernes
6000000.0,10126,5529808.0,1988-04-15,46616067.0,Colors,66.0,100.0,1988,7.7693445,abril,viernes
39000000.0,9602,7830087.0,1988-06-28,288752301.0,Coming to America,65.0,944.0,1988,7.4039051538461536,junio,martes
0.0,23752,1264947.0,1988-01-15,0.0,The Couch Trip,53.0,28.0,1988,0.0,enero,viernes
0.0,41952,2040324.0,1988-01-01,0.0,Criminal Law,55.0,20.0,1988,0.0,enero,viernes
2000000.0,3980,10113807.0,1986-04-11,13167232.0,Critters,59.0,221.0,1986,6.583616,abril,viernes
4500000.0,10127,997523.0,1988-04-29,3813293.0,Critters 2,50.0,91.0,1988,0.8473984444444445,abril,viernes
0.0,12702,5163739.0,1991-12-11,0.0,Critters 3,45.0,70.0,1991,0.0,diciembre,miércoles
0.0,27397,200871.0,1988-09-16,16262415.0,Crossing Delancey,58.0,11.0,1988,inf,septiembre,viernes
0.0,9748,2793619.0,1988-03-18,12706478.0,D.O.A.,59.0,37.0,1988,inf,marzo,viernes
5000000.0,40095,3201914.0,1988-05-06,0.0,Dead Heat,58.0,41.0,1988,0.0,mayo,viernes
20000000.0,10651,7066395.0,1988-07-12,0.0,The Dead Pool,63.0,227.0,1988,0.0,julio,martes
0.0,10141,678824.0,1988-12-14,42039085.0,Dirty Rotten Scoundrels,70.0,223.0,1988,inf,diciembre,miércoles
0.0,27362,2264156.0,1988-09-10,0.0,Drowning by Numbers,70.0,32.0,1988,0.0,septiembre,sábado
0.0,5680,5554398.0,1988-09-30,5596267.0,"Elvira, Mistress of the Dark",61.0,88.0,1988,inf,septiembre,viernes
6000000.0,26386,3590547.0,1988-11-11,28202109.0,Ernest Saves Christmas,49.0,47.0,1988,4.7003515,noviembre,viernes
0.0,34053,4405975.0,1988-11-04,0.0,Everybody's All-American,46.0,10.0,1988,0.0,noviembre,viernes
0.0,25884,3139282.0,1988-10-28,3527636.0,Feds,57.0,10.0,1988,inf,octubre,viernes
0.0,26355,5410839.0,1988-01-15,17514553.0,For Keeps,61.0,24.0,1988,inf,enero,viernes
20000000.0,10675,8105859.0,1988-02-16,17637950.0,Frantic,66.0,232.0,1988,0.8818975,febrero,martes
0.0,38982,4782781.0,1988-11-18,0.0,Fresh Horses,46.0,8.0,1988,0.0,noviembre,viernes
22000000.0,10130,11978983.0,1988-09-23,0.0,Gorillas in the Mist,67.0,136.0,1988,0.0,septiembre,viernes
24000000.0,2617,11666172.0,1988-06-17,43455230.0,The Great Outdoors,64.0,155.0,1988,1.8106345833333333,junio,viernes
0.0,38615,732975.0,1988-09-30,0.0,Heartbreak Hotel,57.0,5.0,1988,0.0,septiembre,viernes
0.0,21362,5007836.0,1988-11-18,7399763.0,High Spirits,56.0,57.0,1988,inf,noviembre,viernes
9000000.0,30690,199161.0,1988-08-26,6436211.0,Hot to Trot,51.0,17.0,1988,0.7151345555555556,agosto,viernes
0.0,75889,1742499.0,1988-03-04,0.0,The House on Carroll Street,54.0,8.0,1988,0.0,marzo,viernes
0.0,38500,1666704.0,1988-11-01,0.0,Howling IV: The Original Nightmare,33.0,21.0,1988,0.0,noviembre,martes
0.0,26723,169806.0,1988-10-07,0.0,Imagine: John Lennon,73.0,25.0,1988,0.0,octubre,viernes
0.0,20443,3007873.0,1988-03-22,0.0,Johnny Be Good,43.0,25.0,1988,0.0,marzo,martes
0.0,49365,119789.0,1988-04-22,0.0,Lady in White,63.0,25.0,1988,0.0,abril,viernes
2500000.0,11347,997466.0,1988-09-14,1189315.0,The Lair of the White Worm,58.0,59.0,1988,0.475726,septiembre,miércoles
12300000.0,12144,13631352.0,1988-11-18,84460846.0,The Land Before Time,70.0,660.0,1988,6.866735447154472,noviembre,viernes
8000000.0,13704,9631158.0,1988-07-06,22433275.0,License to Drive,61.0,100.0,1988,2.804159375,julio,miércoles
0.0,12505,2097317.0,1988-03-17,0.0,Little Nikita,59.0,31.0,1988,0.0,marzo,jueves
0.0,41963,7058299.0,1988-03-11,0.0,Masquerade,52.0,14.0,1988,0.0,marzo,viernes
0.0,13482,556568.0,1988-03-18,0.0,The Milagro Beanfield War,67.0,24.0,1988,0.0,marzo,viernes
20000000.0,34014,2044436.0,1988-09-09,0.0,Moon Over Parador,60.0,17.0,1988,0.0,septiembre,viernes
0.0,29739,2466853.0,1988-03-04,0.0,Moving,56.0,29.0,1988,0.0,marzo,viernes
20000000.0,12120,6493525.0,1988-12-09,13854000.0,My Stepmother is an Alien,53.0,132.0,1988,0.6927,diciembre,viernes
0.0,47818,1355189.0,1988-07-21,6264058.0,A Night in the Life of Jimmy Reardon,49.0,16.0,1988,inf,julio,jueves
12000000.0,38617,11516965.0,1988-03-11,7242035.0,Off Limits,56.0,16.0,1988,0.6035029166666667,marzo,viernes
0.0,3543,5289632.0,1987-11-12,3587303.0,Bagdad Cafe,70.0,76.0,1987,inf,noviembre,jueves
8000000.0,51321,1194377.0,1988-04-22,1893139.0,Permanent Record,57.0,9.0,1988,0.236642375,abril,viernes
29000000.0,9604,1425013.0,1988-06-17,34994648.0,Red Heat,58.0,360.0,1988,1.206712,junio,viernes
6200000.0,24929,6606325.0,1988-01-15,9205924.0,Return of the Living Dead Part II,58.0,95.0,1988,1.4848264516129033,enero,viernes
4000000.0,10925,6258984.0,1985-05-15,14237000.0,The Return of the Living Dead,73.0,270.0,1985,3.55925,mayo,miércoles
0.0,13965,652283.0,1988-03-24,0.0,Return to Snowy River,60.0,10.0,1988,0.0,marzo,jueves
3500000.0,24266,3382894.0,1982-03-02,20659423.0,The Man from Snowy River,69.0,38.0,1982,5.902692285714286,marzo,martes
0.0,58434,871303.0,1988-09-02,187349.0,Rocket Gibraltar,62.0,7.0,1988,inf,septiembre,viernes
0.0,18197,4368078.0,1988-09-07,2835116.0,Running on Empty,74.0,59.0,1988,inf,septiembre,miércoles
0.0,70842,654549.0,1988-05-06,331000.0,Salome's Last Dance,57.0,10.0,1988,inf,mayo,viernes
0.0,38909,1659488.0,1988-07-09,8892589.0,Salsa,48.0,8.0,1988,inf,julio,sábado
0.0,17126,1502936.0,1988-02-12,8.0,Satisfaction,45.0,17.0,1988,inf,febrero,viernes
7000000.0,11503,7791952.0,1988-02-05,19595031.0,The Serpent and the Rainbow,62.0,120.0,1988,2.799290142857143,febrero,viernes
0.0,38558,1596442.0,1988-05-06,0.0,Shakedown,62.0,17.0,1988,0.0,mayo,viernes
0.0,9717,2514717.0,1988-02-12,29300000.0,Shoot to Kill,67.0,45.0,1988,inf,febrero,viernes
0.0,11966,734677.0,1988-07-06,21630088.0,Short Circuit 2,55.0,168.0,1988,inf,julio,miércoles
0.0,2605,12171218.0,1986-05-09,40697761.0,Short Circuit,64.0,535.0,1986,inf,mayo,viernes
0.0,8740,11096035.0,1988-10-27,0.0,The Vanishing,74.0,124.0,1988,0.0,octubre,jueves
0.0,25497,5623518.0,1988-05-01,1791328.0,Stormy Monday,59.0,12.0,1988,inf,mayo,domingo
16000000.0,38560,1835663.0,1988-04-29,4594452.0,Sunset,56.0,15.0,1988,0.28715325,abril,viernes
0.0,50203,656215.0,1988-09-23,3790493.0,Sweet Hearts Dance,55.0,1.0,1988,inf,septiembre,viernes
0.0,26798,2100768.0,1988-03-05,0.0,Switching Channels,57.0,19.0,1988,0.0,marzo,sábado
0.0,91445,807818.0,1988-01-22,0.0,The Telephone,58.0,5.0,1988,0.0,enero,viernes
0.0,41428,5456818.0,1989-07-01,0.0,Tetsuo: The Iron Man,67.0,110.0,1989,0.0,julio,sábado
4000000.0,8337,11292364.0,1988-11-23,13008928.0,They Live,71.0,562.0,1988,3.252232,noviembre,miércoles
0.0,47493,239498.0,1988-01-01,0.0,To Kill a Priest,67.0,3.0,1988,0.0,enero,viernes
0.0,8463,114619.0,1988-01-01,4865997.0,Torch Song Trilogy,70.0,25.0,1988,inf,enero,viernes
5000000.0,41974,1129645.0,1988-05-15,0.0,Track 29,62.0,6.0,1988,0.0,mayo,domingo
0.0,28176,4647907.0,1988-08-12,0.0,Tucker: The Man and His Dream,65.0,71.0,1988,0.0,agosto,viernes
15000000.0,9493,5952494.0,1988-12-09,216614388.0,Twins,57.0,566.0,1988,14.4409592,diciembre,viernes
0.0,26603,939207.0,1988-02-25,0.0,Vice Versa,56.0,48.0,1988,0.0,febrero,jueves
0.0,33172,2612373.0,1988-12-02,0.0,Watchers,51.0,25.0,1988,0.0,diciembre,viernes
0.0,29095,8575666.0,1988-06-17,808114.0,Waxwork,57.0,71.0,1988,inf,junio,viernes
0.0,12582,4095908.0,1988-10-21,0.0,Without a Clue,63.0,59.0,1988,0.0,octubre,viernes
0.0,10001,2562888.0,1988-12-15,0.0,Young Einstein,45.0,46.0,1988,0.0,diciembre,jueves
31000000.0,11352,5443097.0,1989-12-22,74134790.0,Always,60.0,136.0,1989,2.3914448387096776,diciembre,viernes
1000000.0,12500,7314536.0,1985-08-30,10499694.0,American Ninja,55.0,71.0,1985,10.499694,agosto,viernes
0.0,25678,4237511.0,1987-05-01,0.0,American Ninja 2: The Confrontation,49.0,49.0,1987,0.0,mayo,viernes
0.0,25682,2745571.0,1989-02-24,0.0,American Ninja 3: Blood Hunt,41.0,33.0,1989,0.0,febrero,viernes
0.0,32049,13053072.0,1993-01-01,6500000.0,Best of the Best 2,61.0,30.0,1993,inf,enero,viernes
5000000.0,45225,669473.0,1989-09-15,117463.0,The Big Picture,59.0,24.0,1989,0.0234926,septiembre,viernes
10000000.0,1648,15109261.0,1989-02-17,40485039.0,Bill & Ted's Excellent Adventure,67.0,464.0,1989,4.0485039,febrero,viernes
30000000.0,4105,6973408.0,1989-09-22,45892212.0,Black Rain,62.0,250.0,1989,1.5297404,septiembre,viernes
0.0,22711,3444266.0,1989-12-15,19131000.0,Blaze,59.0,14.0,1989,inf,diciembre,viernes
0.0,19124,6617717.0,1989-08-17,2692037.0,Blind Fury,62.0,88.0,1989,inf,agosto,jueves
0.0,69828,418753.0,1989-10-13,0.0,Breaking In,53.0,3.0,1989,0.0,octubre,viernes
0.0,53150,4980211.0,1989-05-05,0.0,C.H.U.D. II: Bud the Chud,35.0,25.0,1989,0.0,mayo,viernes
22500000.0,10142,7435688.0,1989-08-18,18671317.0,Casualties of War,68.0,203.0,1989,0.8298363111111111,agosto,viernes
0.0,3064,4901036.0,1989-03-10,0.0,Chances Are,65.0,66.0,1989,0.0,marzo,viernes
0.0,86093,456397.0,1989-08-23,0.0,Cookie,50.0,1.0,1989,0.0,agosto,miércoles
500000.0,10134,8473602.0,1989-04-07,10166459.0,Cyborg,49.0,154.0,1989,20.332918,abril,viernes
19000000.0,21291,2727017.0,1989-10-27,19738015.0,Dad,56.0,20.0,1989,1.0388428947368422,octubre,viernes
0.0,4925,1698895.0,1989-03-24,8125592.0,Dead Bang,54.0,16.0,1989,inf,marzo,viernes
0.0,30352,1249626.0,1989-04-14,0.0,Disorganized Crime,47.0,10.0,1989,0.0,abril,viernes
0.0,15142,13592018.0,1989-03-03,0.0,Dream a Little Dream,58.0,26.0,1989,0.0,marzo,viernes
0.0,14550,4205858.0,1989-04-07,28890240.0,The Dream Team,60.0,60.0,1989,inf,abril,viernes
0.0,32075,2868585.0,1989-01-01,0.0,A Dry White Season,65.0,23.0,1989,0.0,enero,domingo
10000000.0,2210,11509677.0,1988-09-08,3916303.0,Earth Girls Are Easy,55.0,110.0,1988,0.3916303,septiembre,jueves
0.0,25005,1591236.0,1989-01-01,0.0,Eddie and the Cruisers II: Eddie Lives!,64.0,14.0,1989,0.0,enero,domingo
0.0,21721,3756026.0,1983-09-23,4786789.0,Eddie and the Cruisers,66.0,32.0,1983,inf,septiembre,viernes
0.0,116014,4164446.0,1989-12-13,7754571.0,Enemies: A Love Story,57.0,11.0,1989,inf,diciembre,miércoles
0.0,11828,344427.0,1989-09-22,0.0,Erik the Viking,60.0,72.0,1989,0.0,septiembre,viernes
0.0,55699,1025298.0,1989-01-13,0.0,The Experts,43.0,11.0,1989,0.0,enero,viernes
0.0,10551,4616517.0,1989-12-15,12195695.0,Family Business,54.0,45.0,1989,inf,diciembre,viernes
16000000.0,20713,1629224.0,1989-03-03,2420917.0,Farewell to the King,59.0,23.0,1989,0.1513073125,marzo,viernes
0.0,27461,8011566.0,1989-10-20,0.0,Fat Man and Little Boy,65.0,28.0,1989,0.0,octubre,viernes
0.0,41969,29194.0,1988-09-29,0.0,The Girl in a Swing,47.0,3.0,1988,0.0,septiembre,jueves
0.0,1380,1511044.0,1989-01-13,2777280.0,Gleaming the Cube,54.0,31.0,1989,inf,enero,viernes
0.0,19157,7468225.0,1989-05-11,0.0,Going Overboard,25.0,44.0,1989,0.0,mayo,jueves
0.0,11465,3602521.0,1989-06-30,0.0,Great Balls of Fire!,60.0,79.0,1989,0.0,junio,viernes
0.0,17190,4506924.0,1989-10-20,0.0,Gross Anatomy,59.0,23.0,1989,0.0,octubre,viernes
0.0,55059,5371907.0,1989-05-04,0.0,Happy Together,52.0,13.0,1989,0.0,mayo,jueves
30000000.0,9085,901086.0,1989-11-17,60864870.0,Harlem Nights,57.0,85.0,1989,2.028829,noviembre,viernes
0.0,17819,3005651.0,1989-02-03,0.0,Her Alibi,50.0,37.0,1989,0.0,febrero,viernes
0.0,46786,1027011.0,1989-08-17,0.0,Homer and Eddie,56.0,11.0,1989,0.0,agosto,jueves
0.0,14776,4485466.0,1989-05-05,0.0,How to Get Ahead in Advertising,64.0,29.0,1989,0.0,mayo,viernes
0.0,59585,60641.0,1989-10-27,0.0,Immediate Family,58.0,5.0,1989,0.0,octubre,viernes
18.0,32855,6329111.0,1989-09-15,0.0,In Country,53.0,13.0,1989,0.0,septiembre,viernes
0.0,29185,6505887.0,1989-10-06,20047604.0,An Innocent Man,64.0,28.0,1989,inf,octubre,viernes
0.0,39787,8158307.0,1989-03-10,0.0,Jacknife,61.0,28.0,1989,0.0,marzo,viernes
0.0,32059,3064362.0,1989-01-13,0.0,The January Man,51.0,41.0,1989,0.0,enero,viernes
20000000.0,505,9059459.0,1989-09-12,7237794.0,Johnny Handsome,61.0,49.0,1989,0.3618897,septiembre,martes
0.0,4486,1602592.0,1989-05-17,0.0,Jesus of Montreal,68.0,21.0,1989,0.0,mayo,miércoles
17000000.0,10345,5772293.0,1989-04-28,78247647.0,K-9,55.0,209.0,1989,4.602802764705882,abril,viernes
1500000.0,10222,6939994.0,1989-04-20,14697005.0,Kickboxer,63.0,257.0,1989,9.798003333333334,abril,jueves
0.0,12774,2544973.0,1989-10-11,0.0,Last Exit to Brooklyn,61.0,28.0,1989,0.0,octubre,miércoles
0.0,14621,3435402.0,1989-03-03,0.0,Lean On Me,67.0,76.0,1989,0.0,marzo,viernes
0.0,19118,6657723.0,1989-08-18,0.0,Let It Ride,71.0,28.0,1989,0.0,agosto,viernes
25000000.0,14372,10653446.0,1989-03-17,15704614.0,Leviathan,60.0,125.0,1989,0.62818456,marzo,viernes
7000000.0,15138,6256969.0,1989-08-25,793775.0,Little Monsters,56.0,53.0,1989,0.1133964285714285,agosto,viernes
24000000.0,9972,4701379.0,1989-08-04,22099847.0,Lock Up,62.0,208.0,1989,0.9208269583333332,agosto,viernes
7500000.0,9494,5795045.0,1989-10-12,296000000.0,Look Who's Talking,58.0,546.0,1989,39.46666666666667,octubre,jueves
0.0,17362,5072902.0,1989-04-28,3960327.0,Loverboy,55.0,31.0,1989,inf,abril,viernes
11000000.0,9942,5304376.0,1989-02-16,49797148.0,Major League,67.0,222.0,1989,4.527013454545455,febrero,jueves
750000.0,8216,3336298.0,1989-08-12,0.0,Meet the Feebles,64.0,68.0,1989,0.0,agosto,sábado
0.0,4296,2742085.0,1989-08-25,0.0,Millennium,50.0,45.0,1989,0.0,agosto,viernes
3000000.0,24739,10018693.0,1989-05-19,1145404.0,Miracle Mile,72.0,50.0,1989,0.3818013333333333,mayo,viernes
0.0,39197,6250816.0,1989-04-28,0.0,Miss Firecracker,50.0,8.0,1989,0.0,abril,viernes
15000000.0,9686,9686985.0,1989-03-10,0.0,New York Stories,62.0,65.0,1989,0.0,marzo,viernes
12000000.0,27418,3801832.0,1989-10-20,15942628.0,Next of Kin,50.0,53.0,1989,1.3285523333333331,octubre,viernes
8000000.0,39002,863547.0,1989-06-02,16093651.0,No Holds Barred,56.0,20.0,1989,2.011706375,junio,viernes
0.0,43345,1582367.0,1989-10-06,0.0,Old Gringo,57.0,7.0,1989,0.0,octubre,viernes
0.0,31606,3721996.0,1989-08-25,0.0,The Package,56.0,45.0,1989,0.0,agosto,viernes
0.0,27607,2834709.0,1989-01-27,0.0,Parents,61.0,40.0,1989,0.0,enero,viernes
0.0,37146,4948.0,1989-09-22,0.0,Penn & Teller Get Killed,59.0,8.0,1989,0.0,septiembre,viernes
0.0,20006,5794189.0,1989-05-26,0.0,Pink Cadillac,53.0,49.0,1989,0.0,mayo,viernes
9000000.0,8867,12597613.0,1989-10-05,0.0,The Punisher,55.0,109.0,1989,0.0,octubre,jueves
16000000.0,12663,2549325.0,1988-12-24,4192440.0,Red Scorpion,49.0,50.0,1988,0.2620275,diciembre,sábado
93000000.0,331,648867.0,2001-07-18,368780809.0,Jurassic Park III,57.0,2109.0,2001,3.9653850430107527,julio,miércoles
0.0,11467,6468538.0,2001-07-17,0.0,America's Sweethearts,55.0,260.0,2001,0.0,julio,martes
12000000.0,327,8134524.0,2000-09-09,15250000.0,Brother,68.0,107.0,2000,1.2708333333333333,septiembre,sábado
7000000.0,1548,5460971.0,2001-07-20,0.0,Ghost World,71.0,433.0,2001,0.0,julio,viernes
0.0,13403,4446806.0,2001-07-20,0.0,Hedwig and the Angry Inch,74.0,81.0,2001,0.0,julio,viernes
100000000.0,869,17319836.0,2001-07-25,362211740.0,Planet of the Apes,56.0,1270.0,2001,3.6221174,julio,miércoles
0.0,552,2916247.0,2000-03-03,0.0,Bread and Tulips,70.0,35.0,2000,0.0,marzo,viernes
