id,crew_job,crew_name
7485.0,Director,Antoine Fuqua
9793.0,Director,Martin Weisz
1273.0,Director,Kevin Munroe
17388.0,Director,Andrey Kravchuk
4657.0,Director,Ray Lawrence
42595.0,Director,Bernardo Bertolucci
19495.0,Director,Sergei Bodrov Jr.
19495.0,Director,Ivan Passer
27263.0,Director,Anthony Mann
10051.0,Director,Danièle Thompson
9075.0,Director,Paul Verhoeven
20527.0,Director,Yôji Yamada
8199.0,Director,Jason Matzner
37513.0,Director,Akira Kurosawa
43976.0,Director,Mohsen Makhmalbaf
43974.0,Director,Mohsen Makhmalbaf
83346.0,Director,Richard Linklater
30081.0,Director,Mark Anthony Galluzzo
17677.0,Director,Melville Shavelson
56474.0,Director,Nae Caranfil
42066.0,Director,Charles Vidor
11958.0,Director,Cédric Klapisch
192675.0,Director,Vidhu Vinod Chopra
5177.0,Director,Dagur Kári
20122.0,Director,Béla Tarr
33673.0,Director,Richard Fleischer
33673.0,Director,John Farrow
297853.0,Director,Charles Jarrott
18437.0,Director,Finn Taylor
38432.0,Director,Douglas Sirk
8270.0,Director,Scott Frank
9955.0,Director,Josh Gordon
9955.0,Director,Will Speck
16201.0,Director,Helen Ahlsson
16201.0,Director,Lisa Munthe
57241.0,Director,Sara Johnsen
10172.0,Director,Steve Carr
1683.0,Director,Stephen Hopkins
10107.0,Director,Todd Holland
1267.0,Director,Stephen J. Anderson
16018.0,Director,Paul Rachman
22311.0,Director,Enzo G. Castellari
13249.0,Director,David Von Ancken
175027.0,Director,John Cromwell
1272.0,Director,Danny Boyle
23024.0,Director,John Ford
1590.0,Director,Agnieszka Holland
32390.0,Director,Valérie Lemercier
9903.0,Director,Lasse Hallström
28433.0,Director,Joseph L. Mankiewicz
22549.0,Director,Theo Angelopoulos
10798.0,Director,Gérard Pirès
47848.0,Director,Dino Risi
102227.0,Director,Koki Mitani
13377.0,Director,Chuck Jones
13377.0,Director,Ben Washam
14945.0,Director,Keiichi Sugiyama
11515.0,Director,Miloš Forman
7183.0,Director,James Foley
8271.0,Director,D.J. Caruso
1534.0,Director,Marcus Nispel
13158.0,Director,Dave Willis
13158.0,Director,Matt Maiellaro
118536.0,Director,Albert Lewin
23397.0,Director,Ulu Grosbard
35838.0,Director,Luis Buñuel
20405.0,Director,Maria Maggenti
18777.0,Director,Wayne Beach
16392.0,Director,Andy Cheng
17422.0,Director,Lou Ye
63951.0,Director,Emile de Antonio
32627.0,Director,John Huston
1407.0,Director,Olivier Dahan
81309.0,Director,Stanisław Bareja
15534.0,Director,Ed Stone
30694.0,Director,Dan O'Bannon
1441.0,Director,Bruce Beresford
6145.0,Director,Gregory Hoblit
9843.0,Director,Jean-Baptiste Andrea
54659.0,Director,Hong Sang-soo
48994.0,Director,Stuart Heisler
18767.0,Director,Chu Yen-ping
10294.0,Director,Nimród Antal
32623.0,Director,Edward D. Wood Jr.
1987.0,Director,Michael Haneke
13067.0,Director,Jon Kasdan
10111.0,Director,Debbie Isitt
30307.0,Director,Edward Dmytryk
1268.0,Director,Steve Bendelack
185158.0,Director,Grace Lee
21810.0,Director,Lenny Abrahamson
9785.0,Director,David S. Goyer
13280.0,Director,Harvey Glazer
14636.0,Director,Scott Wiper
559.0,Director,Sam Raimi
1950.0,Director,Curtis Hanson
13352.0,Director,Kirk R. Thatcher
28304.0,Director,Anthony Mann
20553.0,Director,Michael Apted
24397.0,Director,William Tyler Smith
20525.0,Director,Hirokazu Koreeda
13894.0,Director,Rob Stewart
38907.0,Director,Cristian Mungiu
18549.0,Director,Jeff Lipsky
37933.0,Director,Goro Miyazaki
20025.0,Director,Jules Dassin
14240.0,Director,William Lustig
13574.0,Director,Mike White
13569.0,Director,Robby Henson
49081.0,Director,Charles Binamé
17439.0,Director,Katherine Dieckmann
13171.0,Director,Jesse Peretz
16447.0,Director,Hong Sang-soo
4977.0,Director,Satoshi Kon
15008.0,Director,Douglas Mackinnon
31866.0,Director,George Cukor
46875.0,Director,Samuel Fuller
27904.0,Director,Apichatpong Weerasethakul
11705.0,Director,Andrea Arnold
19947.0,Director,Will Vinton
43969.0,Director,Samira Makhmalbaf
2269.0,Director,Timur Bekmambetov
11798.0,Director,Shane Meadows
28772.0,Director,Derek Yee Tung-Sing
1919.0,Director,Sarah Polley
4964.0,Director,Judd Apatow
2976.0,Director,Adam Shankman
8421.0,Director,Douglas Gordon
8421.0,Director,Philippe Parreno
41380.0,Director,Sammo Hung
1562.0,Director,Juan Carlos Fresnadillo
13159.0,Director,Garry Marshall
14547.0,Director,C.B. Harding
11205.0,Director,Sammo Hung
36676.0,Director,Stanley Nelson
38077.0,Director,Victor Fleming
10004.0,Director,Mick Garris
43618.0,Director,Kon Ichikawa
43397.0,Director,Max Ophüls
25395.0,Director,Robert Krause
810.0,Director,Chris Miller
810.0,Director,Raman Hui
5723.0,Director,John Carney
285.0,Director,Gore Verbinski
12526.0,Director,William Friedkin
3432.0,Director,Bruce A. Evans
1872.0,Director,Sebastian Gutierrez
15568.0,Director,Davis Guggenheim
14208.0,Director,Jonathan Frakes
14207.0,Director,Peter Winther
24200.0,Director,Hal Hartley
50153.0,Director,Edgar G. Ulmer
18902.0,Director,Robinson Devor
5488.0,Director,Park Chan-wook
15860.0,Director,Wilson Yip
8748.0,Director,Taika Waititi
3489.0,Director,Jon Avnet
55823.0,Director,Mario Monicelli
10063.0,Director,Nicholas Mastandrea
13979.0,Director,Julia Loktev
12225.0,Director,Sean Ellis
298.0,Director,Steven Soderbergh
10832.0,Director,David Moreau
10832.0,Director,Xavier Palud
36143.0,Director,Bruno Dumont
14064.0,Director,Rolf de Heer
14064.0,Director,Peter Djigirr
13742.0,Director,Kim Chapiron
2241.0,Director,Leander Haußmann
39465.0,Director,Takao Okawara
12561.0,Director,Takao Okawara
36679.0,Director,Kazuki Omori
40765.0,Director,Mark Robson
30574.0,Director,Jacques Tourneur
37959.0,Director,Isao Yukisada
18206.0,Director,Eric Nicholas
1691.0,Director,Eli Roth
29617.0,Director,Mitchell Leisen
1990.0,Director,Gus Van Sant
170261.0,Director,Henning Schellerup
22049.0,Director,Luigi Cozzi
9408.0,Director,Ash Brannon
9408.0,Director,Chris Buck
1979.0,Director,Tim Story
14043.0,Director,Andrew Fleming
10288.0,Director,Andrew Currie
74055.0,Director,Dominique Abel
74055.0,Director,Fiona Gordon
74055.0,Director,Bruno Romy
45664.0,Director,Harry Moses
1991.0,Director,Quentin Tarantino
43353.0,Director,Phil Tucker
9952.0,Director,Werner Herzog
60400.0,Director,Walter Lang
32004.0,Director,King Vidor
17035.0,Director,Michael Traeger
17320.0,Director,Jake Kasdan
21427.0,Director,Francis Veber
17660.0,Director,Michael Curtiz
9724.0,Director,Gurinder Chadha
9724.0,Director,Paul Mayeda Berges
1294.0,Director,Chris Kraus
33294.0,Director,Annette K. Olesen
57425.0,Director,Marco Tullio Giordana
42700.0,Director,Anatole Litvak
12713.0,Director,Claude Chabrol
25875.0,Director,Chao-Bin Su
12543.0,Director,Johnnie To
13120.0,Director,Alex Holdridge
34573.0,Director,Harry Harris
71822.0,Director,Henri-Georges Clouzot
13807.0,Director,Johnnie To
11211.0,Director,Steve Rash
27138.0,Director,Daniel Petrie
85535.0,Director,Jim McBride
2748.0,Director,Roberto Rossellini
54934.0,Director,Tom Kalin
125025.0,Director,Dana Ranga
55859.0,Director,Melvin Frank
55859.0,Director,Norman Panama
27464.0,Director,Robert Altman
122291.0,Director,Peter Hall
28666.0,Director,Robinson Devor
41930.0,Director,Claude Berri
75350.0,Director,Tristram Powell
77621.0,Director,Oscar Micheaux
43229.0,Director,Robert Stevenson
266525.0,Director,Sterling Van Wagenen
9815.0,Director,Jaume Collet-Serra
12695.0,Director,Tommy Chong
32575.0,Director,Robert Downey Sr.
49870.0,Director,Adam Curtis
37985.0,Director,Ricki Stern
37985.0,Director,Anne Sundberg
42464.0,Director,Lindsay Anderson
2359.0,Director,Michael Moore
442.0,Director,Reza Bagher
25150.0,Director,Adam Yauch
63096.0,Director,Vincente Minnelli
43836.0,Director,James Whale
1988.0,Director,Michael Winterbottom
3021.0,Director,Mikael Håfström
2196.0,Director,Frank Oz
18425.0,Director,Cherie Nowlan
19606.0,Director,Brian G. Hutton
1571.0,Director,Len Wiseman
2959.0,Director,Ken Kwapis
6022.0,Director,Lajos Koltai
2698.0,Director,Tom Shadyac
1858.0,Director,Michael Bay
14125.0,Director,Roland Joffé
675.0,Director,David Yates
3563.0,Director,Dennis Dugan
40618.0,Director,Ralph Levy
26185.0,Director,John Sturges
31652.0,Director,Phillip Borsos
30443.0,Director,Paul Ziller
30443.0,Director,Steve DiMarco
18763.0,Director,Sammo Hung
13491.0,Director,Peter Flinth
11404.0,Director,Jeremy Brock
16083.0,Director,Mark Fergus
37292.0,Director,Delmer Daves
27683.0,Director,Michael Caleo
13402.0,Director,Danny Pang
13402.0,Director,Oxide Pang Chun
19968.0,Director,Mervyn LeRoy
24582.0,Director,Jennifer Baichwal
4688.0,Director,Julie Taymor
13337.0,Director,Zoe R. Cassavetes
27359.0,Director,Guy Maddin
54494.0,Director,Alan J. Pakula
10857.0,Director,Jimmy T. Murakami
81847.0,Director,Howard Hawks
43898.0,Director,Henry Hathaway
44502.0,Director,Stephen Quay
44502.0,Director,Timothy Quay
18632.0,Director,David Hewlett
32444.0,Director,Tennyson Bardwell
7547.0,Director,Joey Lauren Adams
10074.0,Director,Akiva Schaffer
2270.0,Director,Matthew Vaughn
757.0,Director,George Pollock
15581.0,Director,Don Michael Paul
14219.0,Director,James Isaac
35.0,Director,David Silverman
5857.0,Director,Chris Sivertson
3638.0,Director,Scott Hicks
6589.0,Director,Frederik Du Chau
8669.0,Director,Jon Poll
15934.0,Director,Leon Ichaso
2503.0,Director,Paul Greengrass
14123.0,Director,Sean McNamara
88527.0,Director,Nagisa Ōshima
155386.0,Director,Scott Dalton
155386.0,Director,Margarita Martinez
4516.0,Director,Patrice Leconte
8141.0,Director,John Dahl
59995.0,Director,Cam Archer
14217.0,Director,Takashi Shimizu
54546.0,Director,Micha X. Peled
10795.0,Director,Guillaume Canet
20163.0,Director,Aleksi Salmenperä
31777.0,Director,Lowell Sherman
33916.0,Director,Filip Remunda
33916.0,Director,Vít Klusák
24159.0,Director,Corneliu Porumboiu
1721.0,Director,Giuseppe Colizzi
31601.0,Director,Arthur Hiller
25360.0,Director,Nathan H. Juran
34588.0,Director,Daniel Filho
40060.0,Director,William Girdler
18650.0,Director,Alf Sjöberg
8363.0,Director,Greg Mottola
4658.0,Director,Adam Ravetch
4658.0,Director,Sarah Robertson
5956.0,Director,George Ratliff
6535.0,Director,Kasi Lemmons
1127.0,Director,Fernando León de Aranoa
9847.0,Director,David Arquette
23861.0,Director,Sam Wood
1393.0,Director,Byambasuren Davaa
2701.0,Director,Joseph Sargent
12455.0,Director,Xavier Beauvois
28049.0,Director,Mario Bava
23495.0,Director,Deborah Scranton
13074.0,Director,Rod Lurie
17274.0,Director,Desmond Nakano
17350.0,Director,James Huth
21494.0,Director,Laurent Tirard
5174.0,Director,Brett Ratner
28742.0,Director,David Markey
9703.0,Director,Doug Lefler
22085.0,Director,Pierre Gill
3542.0,Director,Pascale Ferran
43750.0,Director,David Swift
9750.0,Director,Ben Garant
10760.0,Director,Joe Nussbaum
4349.0,Director,Peter Berg
14223.0,Director,Gregory Jacobs
13068.0,Director,Jeffrey Blitz
9561.0,Director,Alex Jones
14144.0,Director,Fred Savage
4858.0,Director,Oliver Hirschbiegel
4858.0,Director,James McTeigue
10431.0,Director,Philip G. Atwell
15156.0,Director,Franc. Reyes
12435.0,Director,Shari Springer Berman
12435.0,Director,Robert Pulcini
14877.0,Director,Christopher Cain
2082.0,Director,Rob Zombie
11835.0,Director,James Wan
1845.0,Director,Julie Delpy
14229.0,Director,Dario Argento
13385.0,Director,John Boulting
6609.0,Director,Enzo G. Castellari
45211.0,Director,Sergio Sollima
48169.0,Director,Sergio Corbucci
13958.0,Director,Seth Gordon
81700.0,Director,Steven Schachter
2335.0,Director,Gérard Krawczyk
10961.0,Director,Scott Glosserman
22779.0,Director,James Algar
22779.0,Director,Clyde Geronimi
22779.0,Director,Jack Kinney
22779.0,Director,H.C. Potter
10071.0,Director,Bob Odenkirk
4351.0,Director,Gregory Nava
12994.0,Director,John August
42735.0,Director,Silvio Narizzano
2882.0,Director,Claude Berri
53975.0,Director,Gaël Morel
13501.0,Director,Jake Paltrow
6916.0,Director,Marcello Fondato
84242.0,Director,Illeana Douglas
84242.0,Director,Deborra-Lee Furness
84242.0,Director,Mark Palansky
84242.0,Director,Andrew Upton
84242.0,Director,Col Spector
84242.0,Director,Toa Stappard
84242.0,Director,William Garcia
84242.0,Director,Paul Holmes
1992.0,Director,Robert Rodriguez
5176.0,Director,James Mangold
4141.0,Director,Michael Davis
13173.0,Director,David Wain
14348.0,Director,J.M. Kenny
14786.0,Director,Robert Harmon
31058.0,Director,Giuseppe De Santis
19583.0,Director,Griffin Dunne
4347.0,Director,Joe Wright
13529.0,Director,Thomas Bangalter
13529.0,Director,Guy-Manuel de Homem-Christo
13241.0,Director,Guy Maddin
523.0,Director,Hans-Christian Schmid
2009.0,Director,Cristian Mungiu
12901.0,Director,Charles Ferguson
13722.0,Director,Don E. FauntLeRoy
3469.0,Director,John Schlesinger
4413.0,Director,Neil Jordan
6973.0,Director,Paul Haggis
7913.0,Director,Rakeysh Omprakash Mehra
15019.0,Director,Amy Heckerling
77210.0,Director,Ernst Lubitsch
4629.0,Director,Rod Hardy
15361.0,Director,Kern Konwiser
15361.0,Director,David Ren
5353.0,Director,Richard Shepard
2252.0,Director,David Cronenberg
14788.0,Director,Steven Soderbergh
63607.0,Director,Nana Dzhordzhadze
13072.0,Director,Michael Corrente
30365.0,Director,Steve Skrovan
30365.0,Director,Henriette Mantel
42170.0,Director,Shôhei Imamura
13754.0,Director,Michael Arias
14284.0,Director,David Sington
20308.0,Director,Hilary Brougher
6641.0,Director,Alek Keshishian
15071.0,Director,Josef Rusnak
8414.0,Director,Steve Buscemi
10425.0,Director,John Herzfeld
24170.0,Director,Alain Resnais
20942.0,Director,Samuel Fuller
7737.0,Director,Russell Mulcahy
13257.0,Director,Craig Gillespie
10030.0,Director,Mark Helfrich
5915.0,Director,Sean Penn
13680.0,Director,Andy Fickman
4588.0,Director,Ang Lee
14313.0,Director,Robert Benton
2728.0,Director,Uwe Boll
2274.0,Director,David L. Cunningham
9038.0,Director,Bobby Farrelly
9038.0,Director,Peter Farrelly
7211.0,Director,Peter Hedges
4538.0,Director,Wes Anderson
2001.0,Director,James Gray
4517.0,Director,Shekhar Kapur
4566.0,Director,Tony Gilroy
4520.0,Director,Kenneth Branagh
6615.0,Director,Craig Gillespie
4513.0,Director,David Slade
5125.0,Director,Gavin Hood
3877.0,Director,Susanne Bier
8954.0,Director,Terry George
4771.0,Director,Ben Affleck
10759.0,Director,Tom Brady
14251.0,Director,Allan Moyle
14848.0,Director,Scott Caan
14930.0,Director,Greg Glienna
9773.0,Director,Jonny Campbell
13538.0,Director,Dan Reed
18421.0,Director,Nuri Bilge Ceylan
4512.0,Director,Andrew Dominik
84972.0,Director,Edgar Morin
84972.0,Director,Jean Rouch
37954.0,Director,Michael Curtiz
39893.0,Director,Seth Holt
13197.0,Director,Robert Moresco
15048.0,Director,Joseph Cedar
14041.0,Director,Jeff Renfroe
9898.0,Director,Gideon Raff
1922.0,Director,Sam Garbarski
41044.0,Director,Zackary Adler
84567.0,Director,Richard Fleischer
15669.0,Director,David M. Evans
2011.0,Director,Vincent Paronnaud
2011.0,Director,Marjane Satrapi
5708.0,Director,Anton Corbijn
5951.0,Director,Robin Swicord
114033.0,Director,Louis Malle
13319.0,Director,Anders Banke
33688.0,Director,Jens Lien
20646.0,Director,Takashi Miike
90374.0,Director,Otto Guerra
18613.0,Director,Jeremy Podeswa
9911.0,Director,Nick Love
27419.0,Director,Claude Chabrol
15667.0,Director,Larry Fessenden
14753.0,Director,François Girard
46067.0,Director,Charles Jarrott
50155.0,Director,Frank Ryan
13066.0,Director,Jeff Garlin
27827.0,Director,Debbie Melnyk 
27827.0,Director,Rick Caine
3603.0,Director,Jonathan King
2014.0,Director,Fatih Akin
17202.0,Director,Tyler Perry
663.0,Director,Darren Lynn Bousman
9262.0,Director,George Gallo
15651.0,Director,Daniel G. Karslake 
27276.0,Director,Shinya Tsukamoto
95560.0,Director,Frank R. Strayer
25476.0,Director,Alan Clarke
48301.0,Director,Liu Chia-Liang
29362.0,Director,Christian Charles
33931.0,Director,Michael Curtiz
12646.0,Director,Peter Madsen
12646.0,Director,Jeffrey James Varab
20605.0,Director,Ryoo Seung-wan
14279.0,Director,Amir Bar-Lev
20607.0,Director,José Luis Cuerda
2015.0,Director,Lee Chang-dong
28007.0,Director,Max Ophüls
7347.0,Director,José Padilha
14421.0,Director,Cao Hamburger
5718.0,Director,Mike Cahill
5126.0,Director,Menno Meyjes
16126.0,Director,Scott Thomas
18731.0,Director,Wong Jing
37005.0,Director,Jeremy Kasten
18442.0,Director,Matthew Hastings
42173.0,Director,Joan Micklin Silver
4982.0,Director,Ridley Scott
5559.0,Director,Steve Hickner
5559.0,Director,Simon J. Smith
25755.0,Director,Wisit Sasanatieng
7972.0,Director,Sidney Lumet
2013.0,Director,Julian Schnabel
6977.0,Director,Joel Coen
6977.0,Director,Ethan Coen
39127.0,Director,Roger Spottiswoode
4953.0,Director,Michel Gondry
10520.0,Director,Jamie Babbit
26336.0,Director,Dan Klores
37368.0,Director,John Ford
19026.0,Director,Michel Ocelot
5123.0,Director,Kirsten Sheridan
16203.0,Director,John Coney
53827.0,Director,Robert N. Bradbury
18612.0,Director,William Wyler
5817.0,Director,Roy Andersson
13363.0,Director,Richard Schenkman
43987.0,Director,Cheol-hie Park
32726.0,Director,Andrew V. McLaglen
4515.0,Director,Robert Redford
5375.0,Director,David Dobkin
2310.0,Director,Robert Zemeckis
2284.0,Director,Zach Helm
6639.0,Director,Mike Newell
4723.0,Director,Richard Kelly
29162.0,Director,Calum Grant
29162.0,Director,Joshua Atesh Litle
48267.0,Director,Rainer Werner Fassbinder
16768.0,Director,J.M. Kenny
21296.0,Director,Phil Karlson
24732.0,Director,Bruce Pittman
10251.0,Director,Warren P. Sonoda
15006.0,Director,Alison Eastwood
24060.0,Director,Ted Braun
34898.0,Director,Terry Green 
12555.0,Director,Jiří Menzel
22606.0,Director,Robert N. Bradbury
13561.0,Director,Jeremy Saulnier
13168.0,Director,Gregg Araki
20714.0,Director,Nikita Mikhalkov
11148.0,Director,Lucía Puenzo
46872.0,Director,Samuel Fuller
18312.0,Director,Alex Jones
17460.0,Director,Julie Gavras
5876.0,Director,Frank Darabont
4523.0,Director,Kevin Lima
1620.0,Director,Xavier Gens
15250.0,Director,Preston A. Whitmore II
13474.0,Director,Franck Khalfoun
8079.0,Director,Farah Khan
13483.0,Director,Joby Harold
2268.0,Director,Chris Weitz
6479.0,Director,Francis Lawrence
6477.0,Director,Tim Hill
7249.0,Director,Dwayne Carey-Hill
44783.0,Director,William Greaves
13998.0,Director,Noah Baumbach
3902.0,Director,Todd Haynes
18631.0,Director,Larry Ferguson
43308.0,Director,Henry Hathaway
11476.0,Director,Hardy Martins
8272.0,Director,Tamara Jenkins
13186.0,Director,Joe Lynch
6537.0,Director,Juan Antonio Bayona
43798.0,Director,Alexander Korda
7326.0,Director,Jason Reitman
1874.0,Director,Bille August
55192.0,Director,Yasujirō Ozu
33003.0,Director,James D. Scurlock
1989.0,Director,Wong Kar-wai
4946.0,Director,Jacques Deray
24123.0,Director,Nisha Ganatra
28522.0,Director,Ana Clavell
28522.0,Director,James Glenn Dudelson
48266.0,Director,Christophe Honoré
71848.0,Director,Tony Spiridakis
34424.0,Director,Fenton Bailey
34424.0,Director,Randy Barbato
25460.0,Director,Bille August
25740.0,Director,Tom Thurman
13076.0,Director,Andrew Wagner
11600.0,Director,Brian De Palma
35237.0,Director,Pierre Rehov
13023.0,Director,Ricki Stern
13023.0,Director,Anne Sundberg
150938.0,Director,Martyn Friend
46902.0,Director,Oren Rudavsky
10884.0,Director,Rick Ray
13348.0,Director,Gary Hustwit
64942.0,Director,Abel Ferrara
25784.0,Director,Ham Tran
7350.0,Director,Rob Reiner
66110.0,Director,K. Ryan Jones
26600.0,Director,Edward A. Blatt
7979.0,Director,Marc Forster
20567.0,Director,Norifumi Suzuki
45126.0,Director,Philippe Garrel
52473.0,Director,Christoffer Boe
12171.0,Director,Dario Piana
157373.0,Director,Jonathan Berman
71066.0,Director,Allan Dwan
13299.0,Director,Shôsuke Murakami
13250.0,Director,Mike Barker
42790.0,Director,Pietro Germi
9867.0,Director,Martin Hynes
15495.0,Director,Phil Flores
15495.0,Director,Mitchell Altieri
53896.0,Director,Stephen Poliakoff
14148.0,Director,Andrew Lau
48737.0,Director,Vicente Aranda
13198.0,Director,Goran Dukic
14804.0,Director,Fredi M. Murer
111744.0,Director,Steve James
36328.0,Director,Tom Hooper
23817.0,Director,Ishai Setton
13885.0,Director,Tim Burton
6637.0,Director,Jon Turteltaub
12130.0,Director,Tsai Ming-liang
7345.0,Director,Paul Thomas Anderson
42529.0,Director,Dusan Makavejev
6538.0,Director,Mike Nichols
40682.0,Director,Burt Kennedy
440.0,Director,Colin Strause
440.0,Director,Greg Strause
6575.0,Director,Jake Kasdan
19213.0,Director,William Heins
19103.0,Director,Kenneth Branagh
6076.0,Director,Til Schweiger
9546.0,Director,Russell Mulcahy
40860.0,Director,Heitor Dhalia
111854.0,Director,Kari Skogland
14047.0,Director,Denzel Washington
1488.0,Director,Ning Hao
14118.0,Director,Justin Theroux
54318.0,Director,Jay Russell
69315.0,Director,Félix Enríquez Alcalá
45871.0,Director,Johnnie To
6023.0,Director,Richard LaGravenese
26990.0,Director,Lance Rivera
6557.0,Director,Anne Fletcher
107282.0,Director,James Ivory
28363.0,Director,John Brahm
17181.0,Director,Bill Guttentag
17181.0,Director,Dan Sturman
69557.0,Director,Jack Clayton
110909.0,Director,Isabel Coixet
31068.0,Director,Laura Mañá
60141.0,Director,Luiz Fernando Carvalho
32307.0,Director,Nicholas Webster
49367.0,Director,Breno Silveira
28272.0,Director,Yasujirō Ozu
4787.0,Director,Woody Allen
21847.0,Director,John Lafia
33358.0,Director,George Bamber
7508.0,Director,Aamir Khan
20629.0,Director,Oldřich Lipský
10253.0,Director,Shim Hyung-Rae
44434.0,Director,Joe Swanberg
5259.0,Director,Eran Kolirin
47841.0,Director,So Yong Kim
8329.0,Director,Jaume Balagueró
8329.0,Director,Paco Plaza
14062.0,Director,Gary Lennon
51992.0,Director,Robert Fuest
49717.0,Director,Ulf Malmros
2312.0,Director,Uwe Boll
13195.0,Director,Michael Radford
78705.0,Director,Jorge Gaggero
30535.0,Director,Kim Rossi Stuart
7191.0,Director,Matt Reeves
12085.0,Director,Callie Khouri
24624.0,Director,Po-Chih Leong
4170.0,Director,Marco Kreuzpaintner
13252.0,Director,Renny Harlin
42635.0,Director,Paul Newman
11908.0,Director,Adam Green
15017.0,Director,Scott Marshall Smith
86241.0,Director,Alan Rudolph
8875.0,Director,Tony Giglio
18290.0,Director,Stefan C. Schaefer
18290.0,Director,Diane Crespo
10247.0,Director,Frank A. Cappello
43604.0,Director,Howard Hawks
43604.0,Director,William A. Wellman
43604.0,Director,Jack Conway
3575.0,Director,Vincent Sherman
28303.0,Director,Gene Kelly
27507.0,Director,Herbert Brenon
71068.0,Director,John Ford
111747.0,Director,John Ford
32716.0,Director,John Ford
41845.0,Director,Haruki Kadokawa
25078.0,Director,Tatsuo Satō
14069.0,Director,Mamoru Hosoda
15053.0,Director,Miles Brandman
81522.0,Director,Roman Polanski
6933.0,Director,Eric Valette
14423.0,Director,David E. Talbert
8090.0,Director,Gregory Hoblit
7555.0,Director,Sylvester Stallone
16988.0,Director,Ian Iqbal Rashid
7278.0,Director,Jason Friedberg
7278.0,Director,Aaron Seltzer
9030.0,Director,David Moreau
9030.0,Director,Xavier Palud
14220.0,Director,Fred Wolf
13160.0,Director,Jeff Lowell
27357.0,Director,Tomek Baginski
10834.0,Director,Wim Wenders
13059.0,Director,David Bruckner
13059.0,Director,Dan Bush
13059.0,Director,Jacob Gentry
11253.0,Director,Guillermo del Toro
58470.0,Director,Robert Day
38007.0,Director,Robert Cary
8321.0,Director,Martin McDonagh
17665.0,Director,Michael Anderson
4034.0,Director,Philippe de Broca
1479.0,Director,Lodge Kerrigan
2282.0,Director,Maurice Pialat
100526.0,Director,Roy Boulting
62652.0,Director,Abderrahmane Sissako
53094.0,Director,Rainer Werner Fassbinder
244145.0,Director,Damián Szifrón
59474.0,Director,Walter Carvalho
59474.0,Director,Sandra Werneck
19275.0,Director,William Gazecki
7973.0,Director,Nadine Labaki
15020.0,Director,Clément Virgo
34981.0,Director,Richard Robbins
13054.0,Director,Julian Gilbey
18893.0,Director,Julien Temple
55294.0,Director,Joseph Greco
43691.0,Director,Rowland V. Lee
7839.0,Director,Michael Ian Black
77245.0,Director,John Ford
19384.0,Director,Craig R. Baxley
13121.0,Director,Mitchell Lichtenstein
71072.0,Director,Luis Llosa
46885.0,Director,Jean-Claude Lord
13315.0,Director,Takashi Miike
42041.0,Director,Sion Sono
13490.0,Director,Malcolm D. Lee
8676.0,Director,Andy Tennant
43705.0,Director,Edmund Goulding
12855.0,Director,Marshall Lewy
37003.0,Director,Mark Pellington
37003.0,Director,Catherine Owens
15030.0,Director,Louise Osmond
15030.0,Director,Jerry Rothwell
12167.0,Director,Bård Breien
28093.0,Director,David Lean
28093.0,Director,Noël Coward
20520.0,Director,Michael Kang
76235.0,Director,Henning Carlsen
48131.0,Director,Jerzy Skolimowski
8247.0,Director,Doug Liman
7992.0,Director,Ken Loach
14105.0,Director,Joe Otting
8390.0,Director,Adam Brooks
21490.0,Director,Akira Kurosawa
95169.0,Director,John Ford
13641.0,Director,Jieho Lee
113788.0,Director,John Ford
18652.0,Director,Malik Bader
125742.0,Director,Raymond Depardon
7461.0,Director,Pete Travis
8204.0,Director,Mark Waters
8328.0,Director,Jon M. Chu
14073.0,Director,Ashutosh Gowariker
94009.0,Director,John Ford
94009.0,Director,Andrew Bennison
12650.0,Director,Lee Hyeon-seung
72602.0,Director,John Ford
25919.0,Director,Craig Zobel
15365.0,Director,Charles Robert Carner
12184.0,Director,Justin Chadwick
13260.0,Director,Kent Alterman
7942.0,Director,David Schwimmer
36091.0,Director,Isao Yukisada
117001.0,Director,John Ford
38052.0,Director,Weijun Chen
13362.0,Director,Alex Gibney
10844.0,Director,Robert Sarkies
21043.0,Director,Marcelo Piñeyro
23312.0,Director,Michael Schultz
11161.0,Director,Jim Strouse
6473.0,Director,Marcus Adams
90387.0,Director,Miguel Alexandre
33034.0,Director,George Cukor
38804.0,Director,Billy Wilder
21373.0,Director,Talia Lugacy
13493.0,Director,Roger Kumble
7840.0,Director,Roland Emmerich
8848.0,Director,Roger Donaldson
13460.0,Director,Neil Marshall
12222.0,Director,Jimmy Hayward
12222.0,Director,Steve Martino
8461.0,Director,Michael Haneke
7862.0,Director,Stefan Ruzowitzky
12246.0,Director,Sergei Bodrov
16666.0,Director,Andrea Nix
16666.0,Director,Sean Fine
12177.0,Director,Marco Schnabel
15511.0,Director,Mike Nawrocki
13025.0,Director,George A. Romero
2239.0,Director,David Mackenzie
7985.0,Director,Mark Palansky
7343.0,Director,Paulo Morelli
28816.0,Director,Brett Morgen
14066.0,Director,Richard Roxburgh
37300.0,Director,Peter Godfrey
13016.0,Director,Peter Joseph
10797.0,Director,Stefan Fjeldmark
10797.0,Director,Kresten Vestbjerg Andersen
10797.0,Director,Thorbjørn Christoffersen
6391.0,Director,Shira Geffen
6391.0,Director,Etgar Keret
14011.0,Director,Dave Bullock
29004.0,Director,Áron Gauder
